IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
091082441,NON-CRIMINAL,AIDED CASE,Tuesday,10/20/2009,16:20,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",9108244151040
091082601,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,10/20/2009,16:15,TENDERLOIN,NONE,EDDY ST / TAYLOR ST,-122.410955248906,37.7841399509594,"(37.7841399509594, -122.410955248906)",9108260104013
091082576,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,10/20/2009,16:11,TARAVAL,"ARREST, BOOKED",1500 Block of SLOAT BL,-122.489713969124,37.7339497680852,"(37.7339497680852, -122.489713969124)",9108257662050
091082576,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Tuesday,10/20/2009,16:11,TARAVAL,"ARREST, BOOKED",1500 Block of SLOAT BL,-122.489713969124,37.7339497680852,"(37.7339497680852, -122.489713969124)",9108257606365
091082372,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,10/20/2009,16:10,NORTHERN,NONE,FILLMORE ST / MCALLISTER ST,-122.431765489439,37.7786311131248,"(37.7786311131248, -122.431765489439)",9108237203014
091082366,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,10/20/2009,16:05,INGLESIDE,NONE,0 Block of PHELAN AV,-122.452289660492,37.7256933575703,"(37.7256933575703, -122.452289660492)",9108236606302
091082322,MISSING PERSON,FOUND PERSON,Tuesday,10/20/2009,16:02,INGLESIDE,NONE,MISSION ST / RANDALL ST,-122.42358068715,37.7398849565957,"(37.7398849565957, -122.42358068715)",9108232275000
091083831,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,10/20/2009,16:00,BAYVIEW,NONE,0 Block of CERES ST,-122.394254659144,37.7302036004668,"(37.7302036004668, -122.394254659144)",9108383107020
096121470,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,10/20/2009,16:00,RICHMOND,NONE,MAPLE ST / SACRAMENTO ST,-122.455239493968,37.7871359549667,"(37.7871359549667, -122.455239493968)",9612147028150
091086380,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,10/20/2009,16:00,PARK,NONE,1300 Block of PAGE ST,-122.443038939327,37.7715167486479,"(37.7715167486479, -122.443038939327)",9108638071010
091082491,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,10/20/2009,16:00,CENTRAL,UNFOUNDED,100 Block of CALIFORNIA ST,-122.39821721889,37.793486649905,"(37.793486649905, -122.39821721889)",9108249106303
091083869,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,10/20/2009,16:00,SOUTHERN,NONE,NATOMA ST / MARY ST,-122.406251586507,37.7813071234008,"(37.7813071234008, -122.406251586507)",9108386907021
096104028,NON-CRIMINAL,LOST PROPERTY,Tuesday,10/20/2009,16:00,NORTHERN,NONE,600 Block of VANNESS AV,-122.420337977211,37.7812881245951,"(37.7812881245951, -122.420337977211)",9610402871000
096103042,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,10/20/2009,16:00,MISSION,NONE,1200 Block of TREAT AV,-122.41283040295,37.7501495078008,"(37.7501495078008, -122.41283040295)",9610304228150
091082231,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,10/20/2009,15:52,TENDERLOIN,PSYCHOPATHIC CASE,300 Block of TURK ST,-122.41487855905,37.7826335031541,"(37.7826335031541, -122.41487855905)",9108223164020
091082156,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,10/20/2009,15:52,TENDERLOIN,"ARREST, BOOKED",0 Block of LEAVENWORTH ST,-122.413706517535,37.7814229318029,"(37.7814229318029, -122.413706517535)",9108215606151
091082156,OTHER OFFENSES,PAROLE VIOLATION,Tuesday,10/20/2009,15:52,TENDERLOIN,"ARREST, BOOKED",0 Block of LEAVENWORTH ST,-122.413706517535,37.7814229318029,"(37.7814229318029, -122.413706517535)",9108215626150
091083126,NON-CRIMINAL,FOUND PROPERTY,Tuesday,10/20/2009,15:52,TENDERLOIN,NONE,300 Block of TURK ST,-122.41487855905,37.7826335031541,"(37.7826335031541, -122.41487855905)",9108312672000
091082156,WARRANTS,WARRANT ARREST,Tuesday,10/20/2009,15:52,TENDERLOIN,"ARREST, BOOKED",0 Block of LEAVENWORTH ST,-122.413706517535,37.7814229318029,"(37.7814229318029, -122.413706517535)",9108215663010
091082344,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,10/20/2009,15:51,INGLESIDE,"ARREST, BOOKED",400 Block of WILDE AV,-122.40633225923,37.7175038575459,"(37.7175038575459, -122.40633225923)",9108234416650
091082344,DRUG/NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE,Tuesday,10/20/2009,15:51,INGLESIDE,"ARREST, BOOKED",400 Block of WILDE AV,-122.40633225923,37.7175038575459,"(37.7175038575459, -122.40633225923)",9108234416656
091082344,OTHER OFFENSES,PROBATION VIOLATION,Tuesday,10/20/2009,15:51,INGLESIDE,"ARREST, BOOKED",400 Block of WILDE AV,-122.40633225923,37.7175038575459,"(37.7175038575459, -122.40633225923)",9108234426170
091082015,NON-CRIMINAL,FOUND PROPERTY,Tuesday,10/20/2009,15:50,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412930522059,37.7838344374141,"(37.7838344374141, -122.412930522059)",9108201572000
091082203,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Tuesday,10/20/2009,15:50,BAYVIEW,NONE,900 Block of QUINT ST,-122.394020051522,37.739987260052,"(37.739987260052, -122.394020051522)",9108220307055
091082015,DRUG/NARCOTIC,POSSESSION OF COCAINE,Tuesday,10/20/2009,15:50,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412930522059,37.7838344374141,"(37.7838344374141, -122.412930522059)",9108201516620
091082269,NON-CRIMINAL,FOUND PROPERTY,Tuesday,10/20/2009,15:45,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",9108226972000
091082827,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,10/20/2009,15:36,NORTHERN,NONE,GROVE ST / BUCHANAN ST,-122.428104235496,37.7771774966934,"(37.7771774966934, -122.428104235496)",9108282764070
091082071,NON-CRIMINAL,FOUND PROPERTY,Tuesday,10/20/2009,15:30,MISSION,NONE,16TH ST / POTRERO AV,-122.407538332319,37.7657827544276,"(37.7657827544276, -122.407538332319)",9108207172000
091085649,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",Tuesday,10/20/2009,15:30,MISSION,NONE,1800 Block of BRYANT ST,-122.410371783941,37.7636533142198,"(37.7636533142198, -122.410371783941)",9108564905171
091199977,BAD CHECKS,"CHECKS, NON-SUFFICIENT FUNDS (MISDEMEANOR)",Tuesday,10/20/2009,15:30,MISSION,NONE,1000 Block of SOUTH VAN NESS AV,-122.416572667483,37.7563562905072,"(37.7563562905072, -122.416572667483)",9119997709030
091082140,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,10/20/2009,15:28,MISSION,NONE,100 Block of CAPP ST,-122.418687919804,37.7642753857061,"(37.7642753857061, -122.418687919804)",9108214064020
091082162,FRAUD,FALSE ID TO PEACE OFFICER,Tuesday,10/20/2009,15:22,SOUTHERN,JUVENILE CITED,MARKET ST / 7TH ST,-122.412515341356,37.7804777480508,"(37.7804777480508, -122.412515341356)",9108216227065
091082162,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,10/20/2009,15:22,SOUTHERN,JUVENILE CITED,MARKET ST / 7TH ST,-122.412515341356,37.7804777480508,"(37.7804777480508, -122.412515341356)",9108216265010
091082673,SUSPICIOUS OCC,SUSPICIOUS PERSON,Tuesday,10/20/2009,15:21,RICHMOND,NONE,4300 Block of GEARY BL,-122.465904997978,37.7810713659923,"(37.7810713659923, -122.465904997978)",9108267364080
091082128,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,10/20/2009,15:15,TENDERLOIN,"ARREST, BOOKED",FULTON ST / HYDE ST,-122.415127837608,37.7797870676495,"(37.7797870676495, -122.415127837608)",9108212865010
091082128,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,10/20/2009,15:15,TENDERLOIN,"ARREST, BOOKED",FULTON ST / HYDE ST,-122.415127837608,37.7797870676495,"(37.7797870676495, -122.415127837608)",9108212819090
091082128,OTHER OFFENSES,RESISTING ARREST,Tuesday,10/20/2009,15:15,TENDERLOIN,"ARREST, BOOKED",FULTON ST / HYDE ST,-122.415127837608,37.7797870676495,"(37.7797870676495, -122.415127837608)",9108212827170
091082253,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,10/20/2009,15:00,CENTRAL,UNFOUNDED,1100 Block of GRANT AV,-122.406912053867,37.7976543484414,"(37.7976543484414, -122.406912053867)",9108225364070
091082087,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,10/20/2009,15:00,INGLESIDE,PSYCHOPATHIC CASE,0 Block of EDINBURGH ST,-122.426921734838,37.7280656600041,"(37.7280656600041, -122.426921734838)",9108208764020
091088314,WEAPON LAWS,DESTRUCTION OF PROPERTY WITH EXPLOSIVES,Tuesday,10/20/2009,15:00,RICHMOND,NONE,400 Block of 30TH AV,-122.490093437359,37.7807920840194,"(37.7807920840194, -122.490093437359)",9108831412025
091122928,ASSAULT,BATTERY,Tuesday,10/20/2009,15:00,CENTRAL,NONE,100 Block of LEROY PL,-122.415091838676,37.7925035403754,"(37.7925035403754, -122.415091838676)",9112292804134
091082457,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/20/2009,15:00,CENTRAL,NONE,NORTHPOINT ST / MASON ST,-122.413789467437,37.8065526528708,"(37.8065526528708, -122.413789467437)",9108245706244
091082093,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,10/20/2009,14:45,INGLESIDE,"ARREST, BOOKED",4400 Block of MISSION ST,-122.43307534135,37.726854596498,"(37.726854596498, -122.43307534135)",9108209316030
091081960,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,10/20/2009,14:45,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",9108196064070
091082009,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,10/20/2009,14:45,INGLESIDE,"ARREST, CITED",SANTOS ST / GENEVA AV,-122.420084075242,37.7083109744591,"(37.7083109744591, -122.420084075242)",9108200965016
096102925,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Tuesday,10/20/2009,14:45,CENTRAL,NONE,100 Block of SANSOME ST,-122.40090869889,37.791642982384,"(37.791642982384, -122.40090869889)",9610292519050
080378037,WARRANTS,WARRANT ARREST,Tuesday,10/20/2009,14:30,TARAVAL,"ARREST, BOOKED",1200 Block of FUNSTON AV,-122.470728986084,37.7647728467304,"(37.7647728467304, -122.470728986084)",8037803763010
080378037,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,10/20/2009,14:30,TARAVAL,"ARREST, BOOKED",1200 Block of FUNSTON AV,-122.470728986084,37.7647728467304,"(37.7647728467304, -122.470728986084)",8037803764070
091081932,WARRANTS,ENROUTE TO PAROLE OFFICER,Tuesday,10/20/2009,14:19,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745,"(37.7642205603745, -122.41965834371)",9108193262030
096103058,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/20/2009,14:15,SOUTHERN,NONE,500 Block of BRYANT ST,-122.397404037953,37.7800081293648,"(37.7800081293648, -122.397404037953)",9610305806244
091085611,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,10/20/2009,14:13,RICHMOND,"ARREST, BOOKED",1700 Block of BRODERICK ST,-122.441754455573,37.786451718194,"(37.786451718194, -122.441754455573)",9108561116650
091085611,ASSAULT,BATTERY,Tuesday,10/20/2009,14:13,RICHMOND,"ARREST, BOOKED",1700 Block of BRODERICK ST,-122.441754455573,37.786451718194,"(37.786451718194, -122.441754455573)",9108561104134
091085611,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,10/20/2009,14:13,RICHMOND,"ARREST, BOOKED",1700 Block of BRODERICK ST,-122.441754455573,37.786451718194,"(37.786451718194, -122.441754455573)",9108561162050
091081891,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,10/20/2009,14:10,TENDERLOIN,"ARREST, BOOKED",0 Block of LEAVENWORTH ST,-122.413706517535,37.7814229318029,"(37.7814229318029, -122.413706517535)",9108189116710
091089629,WEAPON LAWS,POSSESSION OF AIR GUN,Tuesday,10/20/2009,14:10,BAYVIEW,JUVENILE ADMONISHED,600 Block of VERMONT ST,-122.404126459271,37.7614652487171,"(37.7614652487171, -122.404126459271)",9108962930140
091081891,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Tuesday,10/20/2009,14:10,TENDERLOIN,"ARREST, BOOKED",0 Block of LEAVENWORTH ST,-122.413706517535,37.7814229318029,"(37.7814229318029, -122.413706517535)",9108189116660
091081891,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,10/20/2009,14:10,TENDERLOIN,"ARREST, BOOKED",0 Block of LEAVENWORTH ST,-122.413706517535,37.7814229318029,"(37.7814229318029, -122.413706517535)",9108189106151
091082021,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,10/20/2009,14:08,SOUTHERN,NONE,JESSIE ST / 6TH ST,-122.409247675547,37.7813987340892,"(37.7813987340892, -122.409247675547)",9108202164020
091081857,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,10/20/2009,14:00,NORTHERN,"ARREST, CITED",GEARY BL / FRANKLIN ST,-122.423031175088,37.7854818747419,"(37.7854818747419, -122.423031175088)",9108185765015
091082297,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,10/20/2009,14:00,RICHMOND,NONE,SCOTT ST / POST ST,-122.438020927319,37.7845304743365,"(37.7845304743365, -122.438020927319)",9108229706154
091081998,ASSAULT,THREATS AGAINST LIFE,Tuesday,10/20/2009,14:00,CENTRAL,NONE,BUSH ST / JONES ST,-122.413731461593,37.7895283021427,"(37.7895283021427, -122.413731461593)",9108199819057
091084390,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/20/2009,14:00,SOUTHERN,NONE,1300 Block of MARKET ST,-122.416991089644,37.777074192256,"(37.777074192256, -122.416991089644)",9108439006244
091084914,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,10/20/2009,14:00,CENTRAL,NONE,2800 Block of TAYLOR ST,-122.415923448242,37.8085905137102,"(37.8085905137102, -122.415923448242)",9108491406153
091082037,SUSPICIOUS OCC,SUSPICIOUS PERSON,Tuesday,10/20/2009,13:50,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408421116922,37.7835699386918,"(37.7835699386918, -122.408421116922)",9108203764080
091081885,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Tuesday,10/20/2009,13:42,TARAVAL,NONE,2500 Block of 32ND AV,-122.489353053628,37.7396249911862,"(37.7396249911862, -122.489353053628)",9108188505012
091093915,"SEX OFFENSES, FORCIBLE",ASSAULT TO RAPE WITH BODILY FORCE,Tuesday,10/20/2009,13:30,TENDERLOIN,"ARREST, BOOKED",400 Block of OFARRELL ST,-122.411742515582,37.7858882195106,"(37.7858882195106, -122.411742515582)",9109391502104
091093915,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",Tuesday,10/20/2009,13:30,TENDERLOIN,"ARREST, BOOKED",400 Block of OFARRELL ST,-122.411742515582,37.7858882195106,"(37.7858882195106, -122.411742515582)",9109391526141
091082316,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/20/2009,13:30,BAYVIEW,NONE,4TH ST / CHANNEL ST,-122.391913019836,37.7746571105006,"(37.7746571105006, -122.391913019836)",9108231606244
091093915,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,10/20/2009,13:30,TENDERLOIN,"ARREST, BOOKED",400 Block of OFARRELL ST,-122.411742515582,37.7858882195106,"(37.7858882195106, -122.411742515582)",9109391515040
091092321,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,10/20/2009,13:30,PARK,NONE,1300 Block of SCOTT ST,-122.437473383182,37.782212570064,"(37.782212570064, -122.437473383182)",9109232164070
091092321,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Tuesday,10/20/2009,13:30,PARK,NONE,1300 Block of SCOTT ST,-122.437473383182,37.782212570064,"(37.782212570064, -122.437473383182)",9109232119050
091081835,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,10/20/2009,13:25,TARAVAL,"ARREST, CITED",1500 Block of SLOAT BL,-122.489713969124,37.7339497680852,"(37.7339497680852, -122.489713969124)",9108183506361
091081766,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,10/20/2009,13:11,SOUTHERN,"ARREST, CITED",CLEMENTINA ST / 6TH ST,-122.406166691396,37.7789434105098,"(37.7789434105098, -122.406166691396)",9108176616010
091081794,TRESPASS,TRESPASSING,Tuesday,10/20/2009,13:10,BAYVIEW,"ARREST, CITED",0 Block of WATCHMAN WY,-122.395251009931,37.7553443519568,"(37.7553443519568, -122.395251009931)",9108179427195
091081879,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,10/20/2009,13:01,TENDERLOIN,"ARREST, CITED",0 Block of UNITEDNATIONS PZ,-122.41431222924,37.7798339183587,"(37.7798339183587, -122.41431222924)",9108187962050
091081879,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,10/20/2009,13:01,TENDERLOIN,"ARREST, CITED",0 Block of UNITEDNATIONS PZ,-122.41431222924,37.7798339183587,"(37.7798339183587, -122.41431222924)",9108187965010
096107969,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,10/20/2009,13:00,SOUTHERN,NONE,200 Block of 3RD ST,-122.399998282236,37.7845711318078,"(37.7845711318078, -122.399998282236)",9610796906374
091081772,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,10/20/2009,13:00,SOUTHERN,NONE,1000 Block of MISSION ST,-122.40989282029,37.7801134973164,"(37.7801134973164, -122.40989282029)",9108177264070
091204689,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,10/20/2009,12:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",9120468909320
091110359,ASSAULT,BATTERY,Tuesday,10/20/2009,12:30,CENTRAL,NONE,500 Block of COLUMBUS AV,-122.409667412997,37.7998691995985,"(37.7998691995985, -122.409667412997)",9111035904134
091083922,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,10/20/2009,12:30,BAYVIEW,NONE,700 Block of INGERSON AV,-122.389247520149,37.7168759037258,"(37.7168759037258, -122.389247520149)",9108392264070
091084839,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,10/20/2009,12:30,CENTRAL,NONE,UNION ST / STOCKTON ST,-122.409193904616,37.8004438751053,"(37.8004438751053, -122.409193904616)",9108483906112
091085821,ASSAULT,CHILD ABUSE (PHYSICAL),Tuesday,10/20/2009,12:30,MISSION,EXCEPTIONAL CLEARANCE,800 Block of VALENCIA ST,-122.421457875126,37.7597178171657,"(37.7597178171657, -122.421457875126)",9108582115015
091081631,ASSAULT,BATTERY,Tuesday,10/20/2009,12:24,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.410157073911,37.7842973843312,"(37.7842973843312, -122.410157073911)",9108163104134
091081631,WARRANTS,WARRANT ARREST,Tuesday,10/20/2009,12:24,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.410157073911,37.7842973843312,"(37.7842973843312, -122.410157073911)",9108163163010
091081584,ASSAULT,THREATS AGAINST LIFE,Tuesday,10/20/2009,12:20,NORTHERN,NONE,1400 Block of EDDY ST,-122.431474711791,37.78148065212,"(37.78148065212, -122.431474711791)",9108158419057
091081603,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Tuesday,10/20/2009,12:17,RICHMOND,NONE,1400 Block of BAKER ST,-122.443019399793,37.7843798927107,"(37.7843798927107, -122.443019399793)",9108160307055
091082388,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,10/20/2009,12:15,CENTRAL,NONE,BAY ST / KEARNY ST,-122.407149304657,37.806426731679,"(37.806426731679, -122.407149304657)",9108238806243
091082275,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Tuesday,10/20/2009,12:15,CENTRAL,NONE,KEARNY ST / MARKET ST,-122.403434086745,37.78764305018,"(37.78764305018, -122.403434086745)",9108227527090
091081540,ASSAULT,BATTERY,Tuesday,10/20/2009,12:10,TENDERLOIN,NONE,0 Block of JONES ST,-122.412192555721,37.7816045741252,"(37.7816045741252, -122.412192555721)",9108154004134
091079432,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,10/20/2009,12:00,NORTHERN,NONE,1500 Block of VANNESS AV,-122.422404422276,37.7898764817406,"(37.7898764817406, -122.422404422276)",9107943206304
091081976,MISSING PERSON,MISSING ADULT,Tuesday,10/20/2009,12:00,MISSION,NONE,800 Block of POTRERO AV,-122.406725329529,37.7585641691709,"(37.7585641691709, -122.406725329529)",9108197674000
090131778,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,10/20/2009,12:00,TENDERLOIN,NONE,100 Block of GOLDEN GATE AV,-122.413047972078,37.7819119628298,"(37.7819119628298, -122.413047972078)",9013177815040
100061392,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,10/20/2009,12:00,MISSION,NONE,3600 Block of 22ND ST,-122.428322448359,37.7549177436249,"(37.7549177436249, -122.428322448359)",10006139206304
120572498,EMBEZZLEMENT,EMBEZZLEMENT (GENERAL),Tuesday,10/20/2009,12:00,CENTRAL,NONE,100 Block of MONTGOMERY ST,-122.40221854007,37.7905215969161,"(37.7905215969161, -122.40221854007)",12057249810090
091081750,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,10/20/2009,12:00,CENTRAL,NONE,CLAY ST / GRANT AV,-122.406307276386,37.794263358052,"(37.794263358052, -122.406307276386)",9108175006221
091183748,NON-CRIMINAL,LOST PROPERTY,Tuesday,10/20/2009,12:00,MISSION,NONE,17TH ST / MISSION ST,-122.419515708406,37.7634292328496,"(37.7634292328496, -122.419515708406)",9118374871000
091141304,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Tuesday,10/20/2009,12:00,TARAVAL,NONE,4100 Block of LINCOLN WY,-122.502441965525,37.7642420147906,"(37.7642420147906, -122.502441965525)",9114130405011
091079432,FRAUD,"CREDIT CARD, THEFT OF",Tuesday,10/20/2009,12:00,NORTHERN,NONE,1500 Block of VANNESS AV,-122.422404422276,37.7898764817406,"(37.7898764817406, -122.422404422276)",9107943209310
091082861,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/20/2009,12:00,SOUTHERN,NONE,JESSIE ST / 3RD ST,-122.402578684947,37.7866789601105,"(37.7866789601105, -122.402578684947)",9108286106244
091082112,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/20/2009,12:00,CENTRAL,NONE,800 Block of CHESTNUT ST,-122.417335508755,37.8031854384391,"(37.8031854384391, -122.417335508755)",9108211206244
091093523,FORGERY/COUNTERFEITING,"FORGERY, FALSE ENTRIES IN RECORDS OR RETURNS",Tuesday,10/20/2009,12:00,BAYVIEW,NONE,600 Block of SILLIMAN ST,-122.411495139484,37.7295043000752,"(37.7295043000752, -122.411495139484)",9109352309130
091086421,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Tuesday,10/20/2009,11:52,MISSION,NONE,2000 Block of MISSION ST,-122.419520367886,37.764228935718,"(37.764228935718, -122.419520367886)",9108642115150
091081562,OTHER OFFENSES,HABITUAL TRUANT,Tuesday,10/20/2009,11:41,INGLESIDE,JUVENILE ADMONISHED,4700 Block of MISSION ST,-122.436749760121,37.7219915768943,"(37.7219915768943, -122.436749760121)",9108156229070
091081465,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,10/20/2009,11:33,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",9108146564020
091081318,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Tuesday,10/20/2009,11:06,SOUTHERN,"ARREST, BOOKED",0 Block of 7TH ST,-122.412272455406,37.7802039058686,"(37.7802039058686, -122.412272455406)",9108131809215
091081283,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,10/20/2009,11:05,NORTHERN,NONE,MCALLISTER ST / GOUGH ST,-122.423545232042,37.779672005548,"(37.779672005548, -122.423545232042)",9108128306153
091089748,ASSAULT,BATTERY,Tuesday,10/20/2009,11:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",9108974804134
091081669,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,10/20/2009,11:00,MISSION,NONE,800 Block of TREAT AV,-122.413437969731,37.7565452063743,"(37.7565452063743, -122.413437969731)",9108166906301
091081255,NON-CRIMINAL,AIDED CASE,Tuesday,10/20/2009,10:52,TARAVAL,NONE,1700 Block of OCEAN AV,-122.460757719049,37.7247714119319,"(37.7247714119319, -122.460757719049)",9108125551040
091081299,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Tuesday,10/20/2009,10:50,TARAVAL,NONE,0 Block of GARCIA AV,-122.459272056421,37.7441525812627,"(37.7441525812627, -122.459272056421)",9108129905082
091081120,LOITERING,BEGGING,Tuesday,10/20/2009,10:48,SOUTHERN,"ARREST, CITED",MISSION ST / DUBOCE AV,-122.420010175609,37.7701099298175,"(37.7701099298175, -122.420010175609)",9108112019065
091081114,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,10/20/2009,10:45,NORTHERN,"ARREST, CITED",800 Block of OFARRELL ST,-122.418751252829,37.7851160049429,"(37.7851160049429, -122.418751252829)",9108111465015
091081324,NON-CRIMINAL,AIDED CASE,Tuesday,10/20/2009,10:42,CENTRAL,NONE,900 Block of POST ST,-122.416825199786,37.787277154617,"(37.787277154617, -122.416825199786)",9108132451040
091081625,MISSING PERSON,MISSING ADULT,Tuesday,10/20/2009,10:39,MISSION,LOCATED,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,"(37.7571580431915, -122.406604919508)",9108162574000
091081164,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,10/20/2009,10:36,TENDERLOIN,"ARREST, BOOKED",600 Block of ELLIS ST,-122.416893710739,37.7842860480389,"(37.7842860480389, -122.416893710739)",9108116416710
091081164,WARRANTS,WARRANT ARREST,Tuesday,10/20/2009,10:36,TENDERLOIN,"ARREST, BOOKED",600 Block of ELLIS ST,-122.416893710739,37.7842860480389,"(37.7842860480389, -122.416893710739)",9108116463010
