bioguide_id,role,start,end,party,district,senator_class,state,state_rank
B001251,rep,2009-01-06,2010-12-22,Democrat,1,,NC,
B001251,rep,2011-01-05,2013-01-03,Democrat,1,,NC,
B001251,rep,2013-01-03,2015-01-03,Democrat,1,,NC,
B001251,rep,2015-01-06,2017-01-03,Democrat,1,,NC,
C000059,rep,1993-01-05,1994-12-01,Republican,43,,CA,
C000059,rep,1995-01-04,1996-10-04,Republican,43,,CA,
C000059,rep,1997-01-07,1998-12-19,Republican,43,,CA,
C000059,rep,1999-01-06,2000-12-15,Republican,43,,CA,
C000059,rep,2001-01-03,2002-11-22,Republican,43,,CA,
C000059,rep,2003-01-07,2004-12-09,Republican,44,,CA,
C000059,rep,2005-01-04,2006-12-09,Republican,44,,CA,
C000059,rep,2007-01-04,2009-01-03,Republican,44,,CA,
C000059,rep,2009-01-06,2010-12-22,Republican,44,,CA,
C000059,rep,2011-01-05,2013-01-03,Republican,44,,CA,
C000059,rep,2013-01-03,2015-01-03,Republican,42,,CA,
C000059,rep,2015-01-06,2017-01-03,Republican,42,,CA,
C001047,rep,2001-01-03,2002-11-22,Republican,2,,WV,
C001047,rep,2003-01-07,2004-12-09,Republican,2,,WV,
C001047,rep,2005-01-04,2006-12-09,Republican,2,,WV,
C001047,rep,2007-01-04,2009-01-03,Republican,2,,WV,
C001047,rep,2009-01-06,2010-12-22,Republican,2,,WV,
C001047,rep,2011-01-05,2013-01-03,Republican,2,,WV,
C001047,rep,2013-01-03,2015-01-03,Republican,2,,WV,
C001047,sen,2015-01-06,2021-01-03,Republican,,2,WV,junior
C001036,rep,1998-03-10,1998-12-19,Democrat,22,,CA,
C001036,rep,1999-01-06,2000-12-15,Democrat,22,,CA,
C001036,rep,2001-01-03,2002-11-22,Democrat,22,,CA,
C001036,rep,2003-01-07,2004-12-09,Democrat,23,,CA,
C001036,rep,2005-01-04,2006-12-09,Democrat,23,,CA,
C001036,rep,2007-01-04,2009-01-03,Democrat,23,,CA,
C001036,rep,2009-01-06,2010-12-22,Democrat,23,,CA,
C001036,rep,2011-01-05,2013-01-03,Democrat,23,,CA,
C001036,rep,2013-01-03,2015-01-03,Democrat,24,,CA,
C001036,rep,2015-01-06,2017-01-03,Democrat,24,,CA,
C001037,rep,1999-01-06,2000-12-15,Democrat,8,,MA,
C001037,rep,2001-01-03,2002-11-22,Democrat,8,,MA,
C001037,rep,2003-01-07,2004-12-09,Democrat,8,,MA,
C001037,rep,2005-01-04,2006-12-09,Democrat,8,,MA,
C001037,rep,2007-01-04,2009-01-03,Democrat,8,,MA,
C001037,rep,2009-01-06,2010-12-22,Democrat,8,,MA,
C001037,rep,2011-01-05,2013-01-03,Democrat,8,,MA,
C001037,rep,2013-01-03,2015-01-03,Democrat,7,,MA,
C001037,rep,2015-01-06,2017-01-03,Democrat,7,,MA,
C001083,rep,2011-01-05,2013-01-03,Democrat,0,,DE,
C001083,rep,2013-01-03,2015-01-03,Democrat,0,,DE,
C001083,rep,2015-01-06,2017-01-03,Democrat,0,,DE,
C001072,rep,2008-03-13,2009-01-03,Democrat,7,,IN,
C001072,rep,2009-01-06,2010-12-22,Democrat,7,,IN,
C001072,rep,2011-01-05,2013-01-03,Democrat,7,,IN,
C001072,rep,2013-01-03,2015-01-03,Democrat,7,,IN,
C001072,rep,2015-01-06,2017-01-03,Democrat,7,,IN,
C001051,rep,2003-01-07,2004-12-09,Republican,31,,TX,
C001051,rep,2005-01-04,2006-12-09,Republican,31,,TX,
C001051,rep,2007-01-04,2009-01-03,Republican,31,,TX,
C001051,rep,2009-01-06,2010-12-22,Republican,31,,TX,
C001051,rep,2011-01-05,2013-01-03,Republican,31,,TX,
C001051,rep,2013-01-03,2015-01-03,Republican,31,,TX,
C001051,rep,2015-01-06,2017-01-03,Republican,31,,TX,
C001075,rep,2009-01-06,2010-12-22,Republican,6,,LA,
C001075,rep,2011-01-05,2013-01-03,Republican,6,,LA,
C001075,rep,2013-01-03,2015-01-03,Republican,6,,LA,
C001075,sen,2015-01-06,2021-01-03,Republican,,2,LA,junior
C001066,rep,2007-01-04,2009-01-03,Democrat,11,,FL,
C001066,rep,2009-01-06,2010-12-22,Democrat,11,,FL,
C001066,rep,2011-01-05,2013-01-03,Democrat,11,,FL,
C001066,rep,2013-01-03,2015-01-03,Democrat,14,,FL,
C001066,rep,2015-01-06,2017-01-03,Democrat,14,,FL,
C000266,rep,1995-01-04,1996-10-04,Republican,1,,OH,
C000266,rep,1997-01-07,1998-12-19,Republican,1,,OH,
C000266,rep,1999-01-06,2000-12-15,Republican,1,,OH,
C000266,rep,2001-01-03,2002-11-22,Republican,1,,OH,
C000266,rep,2003-01-07,2004-12-09,Republican,1,,OH,
C000266,rep,2005-01-04,2006-12-09,Republican,1,,OH,
C000266,rep,2007-01-04,2009-01-03,Republican,1,,OH,
C000266,rep,2011-01-05,2013-01-03,Republican,1,,OH,
C000266,rep,2013-01-03,2015-01-03,Republican,1,,OH,
C000266,rep,2015-01-06,2017-01-03,Republican,1,,OH,
C001076,rep,2009-01-06,2010-12-22,Republican,3,,UT,
C001076,rep,2011-01-05,2013-01-03,Republican,3,,UT,
C001076,rep,2013-01-03,2015-01-03,Republican,3,,UT,
C001076,rep,2015-01-06,2017-01-03,Republican,3,,UT,
C001080,rep,2009-07-16,2010-12-22,Democrat,32,,CA,
C001080,rep,2011-01-05,2013-01-03,Democrat,32,,CA,
C001080,rep,2013-01-03,2015-01-03,Democrat,27,,CA,
C001080,rep,2015-01-06,2017-01-03,Democrat,27,,CA,
C001084,rep,2011-01-05,2013-01-03,Democrat,1,,RI,
C001084,rep,2013-01-03,2015-01-03,Democrat,1,,RI,
C001084,rep,2015-01-06,2017-01-03,Democrat,1,,RI,
C001067,rep,2007-01-04,2009-01-03,Democrat,11,,NY,
C001067,rep,2009-01-06,2010-12-22,Democrat,11,,NY,
C001067,rep,2011-01-05,2013-01-03,Democrat,11,,NY,
C001067,rep,2013-01-03,2015-01-03,Democrat,9,,NY,
C001067,rep,2015-01-06,2017-01-03,Democrat,9,,NY,
C001049,rep,2001-01-03,2002-11-22,Democrat,1,,MO,
C001049,rep,2003-01-07,2004-12-09,Democrat,1,,MO,
C001049,rep,2005-01-04,2006-12-09,Democrat,1,,MO,
C001049,rep,2007-01-04,2009-01-03,Democrat,1,,MO,
C001049,rep,2009-01-06,2010-12-22,Democrat,1,,MO,
C001049,rep,2011-01-05,2013-01-03,Democrat,1,,MO,
C001049,rep,2013-01-03,2015-01-03,Democrat,1,,MO,
C001049,rep,2015-01-06,2017-01-03,Democrat,1,,MO,
C001061,rep,2005-01-04,2006-12-09,Democrat,5,,MO,
C001061,rep,2007-01-04,2009-01-03,Democrat,5,,MO,
C001061,rep,2009-01-06,2010-12-22,Democrat,5,,MO,
C001061,rep,2011-01-05,2013-01-03,Democrat,5,,MO,
C001061,rep,2013-01-03,2015-01-03,Democrat,5,,MO,
C001061,rep,2015-01-06,2017-01-03,Democrat,5,,MO,
C000537,rep,1993-01-05,1994-12-01,Democrat,6,,SC,
C000537,rep,1995-01-04,1996-10-04,Democrat,6,,SC,
C000537,rep,1997-01-07,1998-12-19,Democrat,6,,SC,
C000537,rep,1999-01-06,2000-12-15,Democrat,6,,SC,
C000537,rep,2001-01-03,2002-11-22,Democrat,6,,SC,
C000537,rep,2003-01-07,2004-12-09,Democrat,6,,SC,
C000537,rep,2005-01-04,2006-12-09,Democrat,6,,SC,
C000537,rep,2007-01-04,2009-01-03,Democrat,6,,SC,
C000537,rep,2009-01-06,2010-12-22,Democrat,6,,SC,
C000537,rep,2011-01-05,2013-01-03,Democrat,6,,SC,
C000537,rep,2013-01-03,2015-01-03,Democrat,6,,SC,
C000537,rep,2015-01-06,2017-01-03,Democrat,6,,SC,
C000542,rep,1981-01-05,1982-12-23,Republican,4,,IN,
C000542,rep,1983-01-03,1984-10-12,Republican,4,,IN,
C000542,rep,1985-01-03,1986-10-18,Republican,4,,IN,
C000542,rep,1987-01-06,1988-10-22,Republican,4,,IN,
C000542,sen,1989-01-03,1992-10-09,Republican,,3,IN,
C000542,sen,1993-01-05,1998-12-19,Republican,,3,IN,
C000542,sen,2011-01-05,2017-01-03,Republican,,3,IN,senior
C001077,rep,2009-01-06,2010-12-22,Republican,6,,CO,
C001077,rep,2011-01-05,2013-01-03,Republican,6,,CO,
C001077,rep,2013-01-03,2015-01-03,Republican,6,,CO,
C001077,rep,2015-01-06,2017-01-03,Republican,6,,CO,
C001068,rep,2007-01-04,2009-01-03,Democrat,9,,TN,
C001068,rep,2009-01-06,2010-12-22,Democrat,9,,TN,
C001068,rep,2011-01-05,2013-01-03,Democrat,9,,TN,
C001068,rep,2013-01-03,2015-01-03,Democrat,9,,TN,
C001068,rep,2015-01-06,2017-01-03,Democrat,9,,TN,
C001053,rep,2003-01-07,2004-12-09,Republican,4,,OK,
C001053,rep,2005-01-04,2006-12-09,Republican,4,,OK,
C001053,rep,2007-01-04,2009-01-03,Republican,4,,OK,
C001053,rep,2009-01-06,2010-12-22,Republican,4,,OK,
C001053,rep,2011-01-05,2013-01-03,Republican,4,,OK,
C001053,rep,2013-01-03,2015-01-03,Republican,4,,OK,
C001053,rep,2015-01-06,2017-01-03,Republican,4,,OK,
C001062,rep,2005-01-04,2006-12-09,Republican,11,,TX,
C001062,rep,2007-01-04,2009-01-03,Republican,11,,TX,
C001062,rep,2009-01-06,2010-12-22,Republican,11,,TX,
C001062,rep,2011-01-05,2013-01-03,Republican,11,,TX,
C001062,rep,2013-01-03,2015-01-03,Republican,11,,TX,
C001062,rep,2015-01-06,2017-01-03,Republican,11,,TX,
C001078,rep,2009-01-06,2010-12-22,Democrat,11,,VA,
C001078,rep,2011-01-05,2013-01-03,Democrat,11,,VA,
C001078,rep,2013-01-03,2015-01-03,Democrat,11,,VA,
C001078,rep,2015-01-06,2017-01-03,Democrat,11,,VA,
C000714,rep,1965-01-04,1966-10-22,Democrat,1,,MI,
C000714,rep,1967-01-10,1968-10-14,Democrat,1,,MI,
C000714,rep,1969-01-03,1971-01-02,Democrat,1,,MI,
C000714,rep,1971-01-21,1972-10-18,Democrat,1,,MI,
C000714,rep,1973-01-03,1974-12-20,Democrat,1,,MI,
C000714,rep,1975-01-14,1976-10-01,Democrat,1,,MI,
C000714,rep,1977-01-04,1978-10-15,Democrat,1,,MI,
C000714,rep,1979-01-15,1980-12-16,Democrat,1,,MI,
C000714,rep,1981-01-05,1982-12-23,Democrat,1,,MI,
C000714,rep,1983-01-03,1984-10-12,Democrat,1,,MI,
C000714,rep,1985-01-03,1986-10-18,Democrat,1,,MI,
C000714,rep,1987-01-06,1988-10-22,Democrat,1,,MI,
C000714,rep,1989-01-03,1990-10-28,Democrat,1,,MI,
C000714,rep,1991-01-03,1992-10-09,Democrat,1,,MI,
C000714,rep,1993-01-05,1994-12-01,Democrat,14,,MI,
C000714,rep,1995-01-04,1996-10-04,Democrat,14,,MI,
C000714,rep,1997-01-07,1998-12-19,Democrat,14,,MI,
C000714,rep,1999-01-06,2000-12-15,Democrat,14,,MI,
C000714,rep,2001-01-03,2002-11-22,Democrat,14,,MI,
C000714,rep,2003-01-07,2004-12-09,Democrat,14,,MI,
C000714,rep,2005-01-04,2006-12-09,Democrat,14,,MI,
C000714,rep,2007-01-04,2009-01-03,Democrat,14,,MI,
C000714,rep,2009-01-06,2010-12-22,Democrat,14,,MI,
C000714,rep,2011-01-05,2013-01-03,Democrat,14,,MI,
C000714,rep,2013-01-03,2015-01-03,Democrat,13,,MI,
C000714,rep,2015-01-06,2017-01-03,Democrat,13,,MI,
C000754,rep,1983-01-03,1984-10-12,Democrat,4,,TN,
C000754,rep,1985-01-03,1986-10-18,Democrat,4,,TN,
C000754,rep,1987-01-06,1988-10-22,Democrat,4,,TN,
C000754,rep,1989-01-03,1990-10-28,Democrat,4,,TN,
C000754,rep,1991-01-03,1992-10-09,Democrat,4,,TN,
C000754,rep,1993-01-05,1994-12-01,Democrat,4,,TN,
C000754,rep,2003-01-07,2004-12-09,Democrat,5,,TN,
C000754,rep,2005-01-04,2006-12-09,Democrat,5,,TN,
C000754,rep,2007-01-04,2009-01-03,Democrat,5,,TN,
C000754,rep,2009-01-06,2010-12-22,Democrat,5,,TN,
C000754,rep,2011-01-05,2013-01-03,Democrat,5,,TN,
C000754,rep,2013-01-03,2015-01-03,Democrat,5,,TN,
C000754,rep,2015-01-06,2017-01-03,Democrat,5,,TN,
C001059,rep,2005-01-04,2006-12-09,Democrat,20,,CA,
C001059,rep,2007-01-04,2009-01-03,Democrat,20,,CA,
C001059,rep,2009-01-06,2010-12-22,Democrat,20,,CA,
C001059,rep,2011-01-05,2013-01-03,Democrat,20,,CA,
C001059,rep,2013-01-03,2015-01-03,Democrat,16,,CA,
C001059,rep,2015-01-06,2017-01-03,Democrat,16,,CA,
C001069,rep,2007-01-04,2009-01-03,Democrat,2,,CT,
C001069,rep,2009-01-06,2010-12-22,Democrat,2,,CT,
C001069,rep,2011-01-05,2013-01-03,Democrat,2,,CT,
C001069,rep,2013-01-03,2015-01-03,Democrat,2,,CT,
C001069,rep,2015-01-06,2017-01-03,Democrat,2,,CT,
C000880,rep,1993-01-05,1994-12-01,Republican,2,,ID,
C000880,rep,1995-01-04,1996-10-04,Republican,2,,ID,
C000880,rep,1997-01-07,1998-12-19,Republican,2,,ID,
C000880,sen,1999-01-06,2004-12-09,Republican,,3,ID,
C000880,sen,2005-01-04,2010-12-22,Republican,,3,ID,
C000880,sen,2011-01-05,2017-01-03,Republican,,3,ID,senior
C001087,rep,2011-01-05,2013-01-03,Republican,1,,AR,
C001087,rep,2013-01-03,2015-01-03,Republican,1,,AR,
C001087,rep,2015-01-06,2017-01-03,Republican,1,,AR,
C001045,rep,2001-01-03,2002-11-22,Independent,4,,FL,
C001045,rep,2003-01-07,2004-12-09,Republican,4,,FL,
C001045,rep,2005-01-04,2006-12-09,Republican,4,,FL,
C001045,rep,2007-01-04,2009-01-03,Republican,4,,FL,
C001045,rep,2009-01-06,2010-12-22,Republican,4,,FL,
C001045,rep,2011-01-05,2013-01-03,Republican,4,,FL,
C001045,rep,2013-01-03,2015-01-03,Republican,4,,FL,
C001045,rep,2015-01-06,2017-01-03,Republican,4,,FL,
C001038,rep,1999-01-06,2000-12-15,Democrat,7,,NY,
C001038,rep,2001-01-03,2002-11-22,Democrat,7,,NY,
C001038,rep,2003-01-07,2004-12-09,Democrat,7,,NY,
C001038,rep,2005-01-04,2006-12-09,Democrat,7,,NY,
C001038,rep,2007-01-04,2009-01-03,Democrat,7,,NY,
C001038,rep,2009-01-06,2010-12-22,Democrat,7,,NY,
C001038,rep,2011-01-05,2013-01-03,Democrat,7,,NY,
C001038,rep,2013-01-03,2015-01-03,Democrat,14,,NY,
C001038,rep,2015-01-06,2017-01-03,Democrat,14,,NY,
C001063,rep,2005-01-04,2006-12-09,Democrat,28,,TX,
C001063,rep,2007-01-04,2009-01-03,Democrat,28,,TX,
C001063,rep,2009-01-06,2010-12-22,Democrat,28,,TX,
C001063,rep,2011-01-05,2013-01-03,Democrat,28,,TX,
C001063,rep,2013-01-03,2015-01-03,Democrat,28,,TX,
C001063,rep,2015-01-06,2017-01-03,Democrat,28,,TX,
C001048,rep,2001-01-03,2002-11-22,Republican,7,,TX,
C001048,rep,2003-01-07,2004-12-09,Republican,7,,TX,
C001048,rep,2005-01-04,2006-12-09,Republican,7,,TX,
C001048,rep,2007-01-04,2009-01-03,Republican,7,,TX,
C001048,rep,2009-01-06,2010-12-22,Republican,7,,TX,
C001048,rep,2011-01-05,2013-01-03,Republican,7,,TX,
C001048,rep,2013-01-03,2015-01-03,Republican,7,,TX,
C001048,rep,2015-01-06,2017-01-03,Republican,7,,TX,
C000984,rep,1996-04-16,1996-10-04,Democrat,7,,MD,
C000984,rep,1997-01-07,1998-12-19,Democrat,7,,MD,
C000984,rep,1999-01-06,2000-12-15,Democrat,7,,MD,
C000984,rep,2001-01-03,2002-11-22,Democrat,7,,MD,
C000984,rep,2003-01-07,2004-12-09,Democrat,7,,MD,
C000984,rep,2005-01-04,2006-12-09,Democrat,7,,MD,
C000984,rep,2007-01-04,2009-01-03,Democrat,7,,MD,
C000984,rep,2009-01-06,2010-12-22,Democrat,7,,MD,
C000984,rep,2011-01-05,2013-01-03,Democrat,7,,MD,
C000984,rep,2013-01-03,2015-01-03,Democrat,7,,MD,
C000984,rep,2015-01-06,2017-01-03,Democrat,7,,MD,
D000096,rep,1997-01-07,1998-12-19,Democrat,7,,IL,
D000096,rep,1999-01-06,2000-12-15,Democrat,7,,IL,
D000096,rep,2001-01-03,2002-11-22,Democrat,7,,IL,
D000096,rep,2003-01-07,2004-12-09,Democrat,7,,IL,
D000096,rep,2005-01-04,2006-12-09,Democrat,7,,IL,
D000096,rep,2007-01-04,2009-01-03,Democrat,7,,IL,
D000096,rep,2009-01-06,2010-12-22,Democrat,7,,IL,
D000096,rep,2011-01-05,2013-01-03,Democrat,7,,IL,
D000096,rep,2013-01-03,2015-01-03,Democrat,7,,IL,
D000096,rep,2015-01-06,2017-01-03,Democrat,7,,IL,
D000598,rep,2001-01-03,2002-11-22,Democrat,49,,CA,
D000598,rep,2003-01-07,2004-12-09,Democrat,53,,CA,
D000598,rep,2005-01-04,2006-12-09,Democrat,53,,CA,
D000598,rep,2007-01-04,2009-01-03,Democrat,53,,CA,
D000598,rep,2009-01-06,2010-12-22,Democrat,53,,CA,
D000598,rep,2011-01-05,2013-01-03,Democrat,53,,CA,
D000598,rep,2013-01-03,2015-01-03,Democrat,53,,CA,
D000598,rep,2015-01-06,2017-01-03,Democrat,53,,CA,
D000191,rep,1987-01-06,1988-10-22,Democrat,4,,OR,
D000191,rep,1989-01-03,1990-10-28,Democrat,4,,OR,
D000191,rep,1991-01-03,1992-10-09,Democrat,4,,OR,
D000191,rep,1993-01-05,1994-12-01,Democrat,4,,OR,
D000191,rep,1995-01-04,1996-10-04,Democrat,4,,OR,
D000191,rep,1997-01-07,1998-12-19,Democrat,4,,OR,
D000191,rep,1999-01-06,2000-12-15,Democrat,4,,OR,
D000191,rep,2001-01-03,2002-11-22,Democrat,4,,OR,
D000191,rep,2003-01-07,2004-12-09,Democrat,4,,OR,
D000191,rep,2005-01-04,2006-12-09,Democrat,4,,OR,
D000191,rep,2007-01-04,2009-01-03,Democrat,4,,OR,
D000191,rep,2009-01-06,2010-12-22,Democrat,4,,OR,
D000191,rep,2011-01-05,2013-01-03,Democrat,4,,OR,
D000191,rep,2013-01-03,2015-01-03,Democrat,4,,OR,
D000191,rep,2015-01-06,2017-01-03,Democrat,4,,OR,
D000197,rep,1997-01-07,1998-12-19,Democrat,1,,CO,
D000197,rep,1999-01-06,2000-12-15,Democrat,1,,CO,
D000197,rep,2001-01-03,2002-11-22,Democrat,1,,CO,
D000197,rep,2003-01-07,2004-12-09,Democrat,1,,CO,
D000197,rep,2005-01-04,2006-12-09,Democrat,1,,CO,
D000197,rep,2007-01-04,2009-01-03,Democrat,1,,CO,
D000197,rep,2009-01-06,2010-12-22,Democrat,1,,CO,
D000197,rep,2011-01-05,2013-01-03,Democrat,1,,CO,
D000197,rep,2013-01-03,2015-01-03,Democrat,1,,CO,
D000197,rep,2015-01-06,2017-01-03,Democrat,1,,CO,
D000216,rep,1991-01-03,1992-10-09,Democrat,3,,CT,
D000216,rep,1993-01-05,1994-12-01,Democrat,3,,CT,
D000216,rep,1995-01-04,1996-10-04,Democrat,3,,CT,
D000216,rep,1997-01-07,1998-12-19,Democrat,3,,CT,
D000216,rep,1999-01-06,2000-12-15,Democrat,3,,CT,
D000216,rep,2001-01-03,2002-11-22,Democrat,3,,CT,
D000216,rep,2003-01-07,2004-12-09,Democrat,3,,CT,
D000216,rep,2005-01-04,2006-12-09,Democrat,3,,CT,
D000216,rep,2007-01-04,2009-01-03,Democrat,3,,CT,
D000216,rep,2009-01-06,2010-12-22,Democrat,3,,CT,
D000216,rep,2011-01-05,2013-01-03,Democrat,3,,CT,
D000216,rep,2013-01-03,2015-01-03,Democrat,3,,CT,
D000216,rep,2015-01-06,2017-01-03,Democrat,3,,CT,
D000612,rep,2011-01-05,2013-01-03,Republican,19,,CA,
D000612,rep,2013-01-03,2015-01-03,Republican,10,,CA,
D000612,rep,2015-01-06,2017-01-03,Republican,10,,CA,
D000604,rep,2005-01-04,2006-12-09,Republican,15,,PA,
D000604,rep,2007-01-04,2009-01-03,Republican,15,,PA,
D000604,rep,2009-01-06,2010-12-22,Republican,15,,PA,
D000604,rep,2011-01-05,2013-01-03,Republican,15,,PA,
D000604,rep,2013-01-03,2015-01-03,Republican,15,,PA,
D000604,rep,2015-01-06,2017-01-03,Republican,15,,PA,
D000616,rep,2011-01-05,2013-01-03,Republican,4,,TN,
D000616,rep,2013-01-03,2015-01-03,Republican,4,,TN,
D000616,rep,2015-01-06,2017-01-03,Republican,4,,TN,
D000610,rep,2010-04-15,2010-12-22,Democrat,19,,FL,
D000610,rep,2011-01-05,2013-01-03,Democrat,19,,FL,
D000610,rep,2013-01-03,2015-01-03,Democrat,21,,FL,
D000610,rep,2015-01-06,2017-01-03,Democrat,21,,FL,
D000600,rep,2003-01-07,2004-12-09,Republican,25,,FL,
D000600,rep,2005-01-04,2006-12-09,Republican,25,,FL,
D000600,rep,2007-01-04,2009-01-03,Republican,25,,FL,
D000600,rep,2009-01-06,2010-12-22,Republican,25,,FL,
D000600,rep,2011-01-05,2013-01-03,Republican,21,,FL,
D000600,rep,2013-01-03,2015-01-03,Republican,25,,FL,
D000600,rep,2015-01-06,2017-01-03,Republican,25,,FL,
D000399,rep,1995-01-04,1996-10-04,Democrat,10,,TX,
D000399,rep,1997-01-07,1998-12-19,Democrat,10,,TX,
D000399,rep,1999-01-06,2000-12-15,Democrat,10,,TX,
D000399,rep,2001-01-03,2002-11-22,Democrat,10,,TX,
D000399,rep,2003-01-07,2004-12-09,Democrat,10,,TX,
D000399,rep,2005-01-04,2006-12-09,Democrat,25,,TX,
D000399,rep,2007-01-04,2009-01-03,Democrat,25,,TX,
D000399,rep,2009-01-06,2010-12-22,Democrat,25,,TX,
D000399,rep,2011-01-05,2013-01-03,Democrat,25,,TX,
D000399,rep,2013-01-03,2015-01-03,Democrat,35,,TX,
D000399,rep,2015-01-06,2017-01-03,Democrat,35,,TX,
D000607,rep,2007-01-04,2009-01-03,Democrat,2,,IN,
D000607,rep,2009-01-06,2010-12-22,Democrat,2,,IN,
D000607,rep,2011-01-05,2013-01-03,Democrat,2,,IN,
D000607,sen,2013-01-03,2019-01-03,Democrat,,1,IN,junior
D000482,rep,1995-01-04,1996-10-04,Democrat,18,,PA,
D000482,rep,1997-01-07,1998-12-19,Democrat,18,,PA,
D000482,rep,1999-01-06,2000-12-15,Democrat,18,,PA,
D000482,rep,2001-01-03,2002-11-22,Democrat,18,,PA,
D000482,rep,2003-01-07,2004-12-09,Democrat,14,,PA,
D000482,rep,2005-01-04,2006-12-09,Democrat,14,,PA,
D000482,rep,2007-01-04,2009-01-03,Democrat,14,,PA,
D000482,rep,2009-01-06,2010-12-22,Democrat,14,,PA,
D000482,rep,2011-01-05,2013-01-03,Democrat,14,,PA,
D000482,rep,2013-01-03,2015-01-03,Democrat,14,,PA,
D000482,rep,2015-01-06,2017-01-03,Democrat,14,,PA,
D000614,rep,2011-01-05,2013-01-03,Republican,7,,WI,
D000614,rep,2013-01-03,2015-01-03,Republican,7,,WI,
D000614,rep,2015-01-06,2017-01-03,Republican,7,,WI,
D000615,rep,2011-01-05,2013-01-03,Republican,3,,SC,
D000615,rep,2013-01-03,2015-01-03,Republican,3,,SC,
D000615,rep,2015-01-06,2017-01-03,Republican,3,,SC,
D000533,rep,1988-11-08,1989-01-03,Republican,2,,TN,
D000533,rep,1989-01-03,1990-10-28,Republican,2,,TN,
D000533,rep,1991-01-03,1992-10-09,Republican,2,,TN,
D000533,rep,1993-01-05,1994-12-01,Republican,2,,TN,
D000533,rep,1995-01-04,1996-10-04,Republican,2,,TN,
D000533,rep,1997-01-07,1998-12-19,Republican,2,,TN,
D000533,rep,1999-01-06,2000-12-15,Republican,2,,TN,
D000533,rep,2001-01-03,2002-11-22,Republican,2,,TN,
D000533,rep,2003-01-07,2004-12-09,Republican,2,,TN,
D000533,rep,2005-01-04,2006-12-09,Republican,2,,TN,
D000533,rep,2007-01-04,2009-01-03,Republican,2,,TN,
D000533,rep,2009-01-06,2010-12-22,Republican,2,,TN,
D000533,rep,2011-01-05,2013-01-03,Republican,2,,TN,
D000533,rep,2013-01-03,2015-01-03,Republican,2,,TN,
D000533,rep,2015-01-06,2017-01-03,Republican,2,,TN,
E000290,rep,2008-06-19,2009-01-03,Democrat,4,,MD,
E000290,rep,2009-01-06,2010-12-22,Democrat,4,,MD,
E000290,rep,2011-01-05,2013-01-03,Democrat,4,,MD,
E000290,rep,2013-01-03,2015-01-03,Democrat,4,,MD,
E000290,rep,2015-01-06,2017-01-03,Democrat,4,,MD,
E000288,rep,2007-01-04,2009-01-03,Democrat,5,,MN,
E000288,rep,2009-01-06,2010-12-22,Democrat,5,,MN,
E000288,rep,2011-01-05,2013-01-03,Democrat,5,,MN,
E000288,rep,2013-01-03,2015-01-03,Democrat,5,,MN,
E000288,rep,2015-01-06,2017-01-03,Democrat,5,,MN,
E000291,rep,2011-01-05,2013-01-03,Republican,2,,NC,
E000291,rep,2013-01-03,2015-01-03,Republican,2,,NC,
E000291,rep,2015-01-06,2017-01-03,Republican,2,,NC,
E000179,rep,1989-01-03,1990-10-28,Democrat,19,,NY,
E000179,rep,1991-01-03,1992-10-09,Democrat,19,,NY,
E000179,rep,1993-01-05,1994-12-01,Democrat,17,,NY,
E000179,rep,1995-01-04,1996-10-04,Democrat,17,,NY,
E000179,rep,1997-01-07,1998-12-19,Democrat,17,,NY,
E000179,rep,1999-01-06,2000-12-15,Democrat,17,,NY,
E000179,rep,2001-01-03,2002-11-22,Democrat,17,,NY,
E000179,rep,2003-01-07,2004-12-09,Democrat,17,,NY,
E000179,rep,2005-01-04,2006-12-09,Democrat,17,,NY,
E000179,rep,2007-01-04,2009-01-03,Democrat,17,,NY,
E000179,rep,2009-01-06,2010-12-22,Democrat,17,,NY,
E000179,rep,2011-01-05,2013-01-03,Democrat,17,,NY,
E000179,rep,2013-01-03,2015-01-03,Democrat,16,,NY,
E000179,rep,2015-01-06,2017-01-03,Democrat,16,,NY,
E000215,rep,1993-01-05,1994-12-01,Democrat,14,,CA,
E000215,rep,1995-01-04,1996-10-04,Democrat,14,,CA,
E000215,rep,1997-01-07,1998-12-19,Democrat,14,,CA,
E000215,rep,1999-01-06,2000-12-15,Democrat,14,,CA,
E000215,rep,2001-01-03,2002-11-22,Democrat,14,,CA,
E000215,rep,2003-01-07,2004-12-09,Democrat,14,,CA,
E000215,rep,2005-01-04,2006-12-09,Democrat,14,,CA,
E000215,rep,2007-01-04,2009-01-03,Democrat,14,,CA,
E000215,rep,2009-01-06,2010-12-22,Democrat,14,,CA,
E000215,rep,2011-01-05,2013-01-03,Democrat,14,,CA,
E000215,rep,2013-01-03,2015-01-03,Democrat,18,,CA,
E000215,rep,2015-01-06,2017-01-03,Democrat,18,,CA,
F000460,rep,2011-01-05,2013-01-03,Republican,27,,TX,
F000460,rep,2013-01-03,2015-01-03,Republican,27,,TX,
F000460,rep,2015-01-06,2017-01-03,Republican,27,,TX,
F000030,rep,1993-06-08,1994-12-01,Democrat,17,,CA,
F000030,rep,1995-01-04,1996-10-04,Democrat,17,,CA,
F000030,rep,1997-01-07,1998-12-19,Democrat,17,,CA,
F000030,rep,1999-01-06,2000-12-15,Democrat,17,,CA,
F000030,rep,2001-01-03,2002-11-22,Democrat,17,,CA,
F000030,rep,2003-01-07,2004-12-09,Democrat,17,,CA,
